Nombre Artista,Reproducciones,Oyentes,Biografia,Artistas Similares,Tags,Ontour
Ty Dolla $ign,24503299,1477088,"Tyrone Griffin (born April 13, 1982), better known by his stage name Ty Dolla Sign (stylized as Ty Dolla $ign or Ty$), is an American singer, rapper and producer from Los Angeles, California. He is currently signed to Wiz Khalifa's Taylor Gang Records and Atlantic Records.

The son of a musician from Lakeside, Ty Dolla $ign originally began his career in music by learning the bass guitar. Since then, he has learned several instruments, from the drums, guitars, and keyboard to the MPC. <a href=""https://www.last.fm/music/Ty+Dolla+$ign"">Read more on Last.fm</a>","Kanye West, ¥$, Kanye West & Ty Dolla $ign, DJ Khaled, ¥$, Big Sean","Hip-Hop, rap, rnb, hip hop, cloud rnb",0
The Jackson 5,24766467,2339561,"The Jackson 5 (also spelled The Jackson Five or The Jackson 5ive, abbreviated as J5, and later known simply as The Jacksons) was an American popular music quintet from Gary, Indiana. The group, active from 1964 to 1990, regularly played from a repertoire of R&B, soul, funk, and later disco. Considered ""one of the biggest phenomenons in pop music"" during the early 1970s, the Jackson 5 are also notable for launching the career of their lead singer, the late Michael Jackson. <a href=""https://www.last.fm/music/The+Jackson+5"">Read more on Last.fm</a>","The Jacksons, Michael Jackson, Jermaine Jackson, Stevie Wonder, The Temptations","soul, motown, pop, funk, 70s",0
Lou Reed,51632348,2269664,"Lewis Allan Reed (March 2, 1942 – October 27, 2013) was an American musician, songwriter, and poet. He was the guitarist, singer, and principal songwriter for the rock band the Velvet Underground and had a solo career that spanned five decades. Although not commercially successful during its existence, the Velvet Underground became regarded as one of the most influential bands in the history of underground and alternative rock music. Reed's distinctive deadpan voice <a href=""https://www.last.fm/music/Lou+Reed"">Read more on Last.fm</a>","The Velvet Underground, Lou Reed & John Cale, John Cale, Iggy Pop, Bob Dylan","rock, classic rock, singer-songwriter, glam rock, proto-punk",0
Red Hot Chili Peppers,528616868,6950758,"Red Hot Chili Peppers are an American alternative rock band formed in Los Angeles in 1982. Their music incorporates elements of alternative rock, funk, punk rock and psychedelic rock. The band consists of co-founders Anthony Kiedis (lead vocals) and Flea (bass), as well as drummer Chad Smith, and guitarist John Frusciante, the latter of whom has been in the band across three stints. With over 100 million records sold worldwide, Red Hot Chili Peppers is one of the best-selling bands of all time. <a href=""https://www.last.fm/music/Red+Hot+Chili+Peppers"">Read more on Last.fm</a>","John Frusciante, Foo Fighters, Audioslave, Ataxia, Incubus","rock, alternative rock, Funk Rock, alternative, funk",0
Alejandro Fernández,5628081,323278,"Artista mexicano, hijo de Vicente Fernández. Excelente interprete de rancheras y musica melódica latina.
Comenzó interpretando temas con mariachi y música tradicional mexicana. Últimamente canta también música pop.

Alejandro Fernández (born April 24, 1971) is a popular Latin Grammy-winning Mexican singer nicknamed as ""El Potrillo"" (""The Little Colt"") by the media and his fans. ] Alejandro originally specialized in traditional, earthy forms of Mexican folk and country music, such as mariachi and ranchera. <a href=""https://www.last.fm/music/+noredirect/Alejandro+Fern%C3%A1ndez"">Read more on Last.fm</a>","Pepe Aguilar, Vicente Fernández, Cristian Castro, Luis Miguel, Sin Bandera","latin, mariachi, mexican, pop, mexico",0
Anitta,138914743,1106799,"Larissa de Macedo Machado, known professionally as Anitta, is a Brazilian singer, songwriter, dancer, businesswoman, and TV presenter. She rose to national fame with the release of her single ""Show das Poderosas"" in 2013.

After achieving commercial success with her debut single ""Meiga e Abusada"" in 2012, she signed a recording contract with Warner Music Brazil in January 2013. In July of the same year, she released her self-titled debut album which produced four successful singles and was certified platinum in Brazil. <a href=""https://www.last.fm/music/Anitta"">Read more on Last.fm</a>","PEDRO SAMPAIO, Luísa Sonza, Pabllo Vittar, Lexa, POCAH","pop, brazilian, funk, dance, female vocalists",1
Ashanti,14072563,1357820,"Ashanti (born Ashanti Shequoiya Douglas on October 13, 1980 in Glen Cove, New York, United States), is a Grammy Award-winning singer, songwriter, record producer, actress, model & fashion designer who has been performing since 2000.

Ashanti is most famous for her eponymous Grammy Award-winning debut album Ashanti which featured the hit song Foolish. The album set a Soundscan record as the most albums sold by any first-time female artist in the chart's history, outselling debuts by Alicia Keys and Lauryn Hill. <a href=""https://www.last.fm/music/Ashanti"">Read more on Last.fm</a>","Monica, Mýa, Amerie, Keyshia Cole, Mary J. Blige","rnb, female vocalists, soul, pop, Hip-Hop",0
Bunbury,5062514,142811," <a href=""https://www.last.fm/music/+noredirect/Bunbury"">Read more on Last.fm</a>",,,0
KAYTRANADA,67141385,1432067,"Kaytranada (stylized as KAYTRANADA, sometimes shortened as KAYTRA) is Haitian-Canadian music producer, rapper and singer Louis Kevin Celestin (born August 25, 1992). Celestin rose to prominence after releasing a series of mixtapes, remixes, and original music projects beginning in 2010 under the alias Kaytradamus. By 2013, and under the moniker Kaytranada, he began gaining wider recognition and, the following year, signed a deal with XL Recordings, with whom he released his debut studio album, 99. <a href=""https://www.last.fm/music/KAYTRANADA"">Read more on Last.fm</a>","GoldLink, Channel Tres, KAYTRAMINÉ, NxWorries, The Internet","electronic, Hip-Hop, beats, experimental, House",1
The Weeknd,995440695,4953969,"Abel Makkonen Tesfaye, popularly known as The Weeknd (born February 16, 1990 in Toronto, Ontario, Canada), is a Canadian R&B/hip-hop musician, singer-songwriter and record producer. He chose his stage name in tribute to when he was 17 years old, when, along with his friend La Mar Taylor, he dropped out of high school, took his mattress, and ""left one weekend and never came home"". However, his estranged former producer Jeremy Rose claims the name was his idea. <a href=""https://www.last.fm/music/The+Weeknd"">Read more on Last.fm</a>","Tory Lanez, Drake, PARTYNEXTDOOR, Black Atlass, Don Toliver","rnb, electronic, dubstep, Canadian, prog-rnb",1
Lynyrd Skynyrd,59988337,3135334,"Lynyrd Skynyrd (pronounced /ˌlɛnərd ˈskɪnərd/ LEN-ərd-SKIN-ərd) is a Southern Rock band, formed in Jacksonville, Florida, USA in 1964. The band became prominent in the Southern United States in 1973, and rose to worldwide recognition before three members and one road crew member died in an airplane crash in 1977. The band reformed in 1987 for a reunion tour with lead singer Ronnie Van Zant's younger brother Johnny as the frontman. Lynyrd Skynyrd continues to tour and record. <a href=""https://www.last.fm/music/Lynyrd+Skynyrd"">Read more on Last.fm</a>","The Marshall Tucker Band, Molly Hatchet, Blackfoot, The Allman Brothers Band, Bad Company","Southern Rock, classic rock, rock, hard rock, 70s",1
Phil Daniels,1786,311,"Phil Daniels, (born October 25, 1958 in Islington, London), is a graduate of the Anna Scher Theatre School in Islington, England. He made his acting debut in a BBC-TV production of Verdi's Falstaff. The protagonist of the Who's 1979 film, Quadrophrenia (playing the main character Jimmy), and a year later starring in the punk movie Breaking Glass with Hazel O'Connor, Phil Daniels has continued to make his presence felt as an actor. In addition to appearing in such films as Class Of Miss MacMichael <a href=""https://www.last.fm/music/Phil+Daniels"">Read more on Last.fm</a>","Andy Saunders, Ceri Levy, FootballFanCast.com, The ""Carousel 1993"" Company, Joseph McFadden",,0
Jeet Gannguli,683205,49938," <a href=""https://www.last.fm/music/Jeet+Gannguli"">Read more on Last.fm</a>","Pritam, Sachin-Jigar, Amit Trivedi, Palak Muchhal, Ayushmann Khurrana","All, Soundtrack, bangla, Indian",0
Diana Ross,18271621,1629247,"Diane Ernestine Earle Ross (born March 26, 1944), better known as Diana Ross, is an American soul, R&B and pop singer and actress born in Detroit, Michigan. Ross is one of the most successful female artists of her era, both due to her solo work and her role as lead singer of The Supremes during the 1960s.

In 1959, Ross was brought to the attention of Milton Jenkins, the manager of the local doo-wop group The Primes, by Mary Wilson. Primes member Paul Williams convinced Jenkins to enlist Ross in the sister group The Primettes <a href=""https://www.last.fm/music/Diana+Ross"">Read more on Last.fm</a>","Donna Summer, The Supremes, Dionne Warwick, Diana Ross and the Supremes, Diana Ross & Marvin Gaye","soul, Disco, pop, female vocalists, motown",1
The Fray,93013848,3439387,"The Fray is an American rock band from Denver, Colorado. Formed in 2002 by schoolmates Isaac Slade and Joe King, they achieved success with the release of their debut album, How to Save a Life in 2005, which was certified double platinum by the RIAA and platinum in Australia, Canada, New Zealand, and the UK. The Fray achieved national success with their first single, ""Over My Head (Cable Car)"", which became a top ten hit in the United States. The release of their second single, ""How to Save a Life"", brought the band worldwide fame. <a href=""https://www.last.fm/music/The+Fray"">Read more on Last.fm</a>","Lifehouse, Augustana, The Script, Snow Patrol, Five for Fighting","alternative, rock, piano rock, alternative rock, indie",1
Kany García,1597338,109954,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>","Fonseca, Jesse & Joy, Reik, Greeicy, Sin Bandera","puerto rico, latin pop, spanish, female vocalists, latin",0
Gary Moore,16986011,934444,"Gary Moore (born April 4, 1952 as Robert William Gary Moore in Belfast, Northern Ireland, United Kingdom; died February 6, 2011 in Malaga, Spain) is acknowledged as one of the finest guitarists to have originated in Ireland. He was a virtuoso guitarist and is considered by his fans to be one of the best guitar players ever.

In a career dating back to the 1960s he has played with bands including Thin Lizzy, Colosseum II, Greg Lake and Skid Row as well as having a successful solo career. <a href=""https://www.last.fm/music/Gary+Moore"">Read more on Last.fm</a>","Joe Bonamassa, Philip Sayce, Thin Lizzy, The Jeff Healey Band, Snowy White","blues rock, blues, hard rock, rock, classic rock",0
Aerosmith,125728021,4537662,"Aerosmith were an American rock band formed in Boston in 1970. The group consists of Steven Tyler (lead vocals), Joe Perry (guitar), Tom Hamilton (bass), Joey Kramer (drums) and Brad Whitford (guitar). Their style, which is rooted in blues-based hard rock, has also incorporated elements of pop rock, heavy metal, glam metal, and rhythm and blues, and has inspired many subsequent rock artists. They are sometimes referred to as ""the Bad Boys from Boston"" and ""America's Greatest Rock and Roll Band"". <a href=""https://www.last.fm/music/Aerosmith"">Read more on Last.fm</a>","Guns N' Roses, Bon Jovi, AC/DC, Van Halen, Alice Cooper","hard rock, classic rock, rock, 80s, 70s",0
Hombres G,9353390,482343,"Spanish pop/rock foursome Hombres G was formed by ex-los Residuos guitarist Daniel Mezquita, drummer Javier Molina, and singer/bassist David Summers, soon joined by guitarist Rafael Gutierrez. The band's name was based on an American movie called G-Men. Hombres G made its live debut at Madrid's Rockola, recording a demo called Milagro En El Congo in 1984. They soon signed up to the independent label Twins to make their debut album, featuring a catchy song called ""Devuelveme A Mi Chica,"" which became their first hit. <a href=""https://www.last.fm/music/Hombres+G"">Read more on Last.fm</a>","Enanitos Verdes, La Unión, Maná, Duncan Dhu, Jaguares","spanish, rock, Rock en Espanol, pop, Spanish Rock",0
